기준일,시도,시군구,먹는치료제 처방기관,전화번호,주소
24년 09월 16일 06시,서울,강남구,티엘씨청담의원,02-3444-0101,"서울특별시 강남구 압구정로 443, 이유덕 부티크 5층 (청담동)"
24년 09월 16일 06시,서울,강동구,성모강내과의원,02-476-2062,"서울특별시 강동구 성안로 163, 3층 (천호동, 대세빌딩)"
24년 09월 16일 06시,서울,강동구,예사랑의원,02-478-6070,"서울특별시 강동구 구천면로 372, (천호동)"
24년 09월 16일 06시,서울,구로구,가리봉의원,02-851-1666,"서울특별시 구로구 남부순환로105길 42, 가리봉의원 (가리봉동)"
24년 09월 16일 06시,서울,동작구,우성용 1 내과의원,02-822-3000,"서울특별시 동작구 보라매로 110, 영등포농협 3층 (대방동)"
24년 09월 16일 06시,서울,중구,서울센트럴이비인후과의원,02-319-3190,"서울특별시 중구 세종대로 11, 2,3층 6-23,24호 (남대문로5가)"
24년 09월 16일 06시,서울,강동구,이현미소아과의원,02-483-5032,"서울특별시 강동구 양재대로 1335, (성내동)"
24년 09월 16일 06시,서울,은평구,불광연세가정의학과의원,02-356-8807,"서울특별시 은평구 불광로 8, (대조동)"
24년 09월 16일 06시,서울,송파구,행림내과의원,02-407-9031,"서울특별시 송파구 양재대로 1222, 중심상가동 3층 25호 (방이동, 올림픽선수기자촌아파트 )"
24년 09월 16일 06시,서울,관악구,한영의원,02-877-5254,"서울특별시 관악구 은천로 39, 1~2층 (봉천동)"
24년 09월 16일 06시,서울,동작구,클린이비인후과의원,02-822-1000,"서울특별시 동작구 양녕로 264, 5층 (상도1동)"
24년 09월 16일 06시,서울,도봉구,현대의원,02-993-0335,"서울특별시 도봉구 우이천로 478, (쌍문동)"
24년 09월 16일 06시,서울,강동구,류마내과의원,474-5450,"서울특별시 강동구 천호대로 1099, 5층 502호 (천호동)"
24년 09월 16일 06시,서울,광진구,늘푸른연세의원,02-461-2598,"서울특별시 광진구 뚝섬로27길 65, 2층 (자양동)"
24년 09월 16일 06시,서울,중구,더드림소아청소년과의원,,"서울특별시 중구 다산로36길 11, 동산빌딩 1층 (신당동)"
24년 09월 16일 06시,서울,관악구,조내과의원,02-876-6662,"서울특별시 관악구 은천로 110, 4층 (봉천동)"
24년 09월 16일 06시,서울,영등포구,한마음내과의원,02-843-0872,"서울특별시 영등포구 도림로 206, (대림동)"
24년 09월 16일 06시,서울,성동구,아이들소아청소년과의원,02-2298-0144,"서울특별시 성동구 고산자로 234, 4층 (행당동)"
24년 09월 16일 06시,서울,관악구,이성욱이비인후과의원,02-886-8272,"서울특별시 관악구 관악로 205, 2,7층 (봉천동)"
24년 09월 16일 06시,서울,서대문구,삼성키즈소아청소년과의원,02-3151-0154,"서울특별시 서대문구 수색로 100, 103동 6호 (북가좌동, DMC래미안e편한세상)"
24년 09월 16일 06시,서울,종로구,서울귀한이비인후과의원,02-739-8206,"서울특별시 종로구 새문안로3길 15, 동원빌딩 3층 (당주동)"
24년 09월 16일 06시,서울,서초구,이내과의원,599-5955,"서울특별시 서초구 방배로 240, 글벗빌딩 2층 (방배동)"
24년 09월 16일 06시,서울,성북구,한문수의원,942-7578,"서울특별시 성북구 아리랑로 117-5, 2층 (정릉동)"
24년 09월 16일 06시,서울,관악구,이이비인후과의원,02-852-7089,"서울특별시 관악구 난곡로 202, 2층 (신림동)"
24년 09월 16일 06시,서울,마포구,한솔마취통증의학과의원,02-334-9275,"서울특별시 마포구 월드컵로14길 5, 4층 (서교동)"
24년 09월 16일 06시,서울,중구,서울가정의학과의원,02-755-9955,"서울특별시 중구 서소문로 138, 대한일보빌딩 201호 (태평로2가)"
24년 09월 16일 06시,서울,동대문구,삼성바른의원,02-6951-4733,"서울특별시 동대문구 전농로 134, 1층 (전농동)"
24년 09월 16일 06시,서울,관악구,으뜸이비인후과의원,02-869-0600,"서울특별시 관악구 난곡로 316, 5층 (신림동, 진성타워 )"
24년 09월 16일 06시,서울,성북구,최강식내과의원,02-926-6111,"서울특별시 성북구 동소문로 92, 5,6층 (동소문동5가)"
24년 09월 16일 06시,서울,강남구,코코이비인후과의원,02-555-9001,"서울특별시 강남구 남부순환로 2936, 203,204호 (대치동, 윈플러스상가)"
24년 09월 16일 06시,서울,성북구,우리들이비인후과의원,02-941-5075,"서울특별시 성북구 월계로 52, (하월곡동)"
24년 09월 16일 06시,서울,도봉구,서울이비인후과의원,02-990-8270,"서울특별시 도봉구 덕릉로 239, 2층 (창동)"
24년 09월 16일 06시,서울,관악구,손소아과의원,02-875-8245,"서울특별시 관악구 쑥고개로 68, (봉천동)"
24년 09월 16일 06시,서울,마포구,양이비인후과의원,02-333-9050,"서울특별시 마포구 양화로 156, 305호 (동교동, LG팰리스빌딩)"
24년 09월 16일 06시,서울,광진구,열린이비인후과의원,02-461-7505,"서울특별시 광진구 면목로 126, (중곡동)"
24년 09월 16일 06시,서울,중랑구,1신건우 이비인후과의원,02-491-9599,"서울특별시 중랑구 동일로 634, 덕천빌딩 3층 (면목동)"
24년 09월 16일 06시,서울,강남구,현대사랑의원,02-517-8875,"서울특별시 강남구 압구정로29길 68, (압구정동, 현대아파트)"
24년 09월 16일 06시,서울,성동구,서울숲정의원,02-2294-6990,"서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이 상가1동 1202호, 1203일부호 (행당동)"
24년 09월 16일 06시,서울,금천구,(재)이랜드재단 이랜드의원,2635-8668,"서울특별시 금천구 가산디지털1로 186, 제이플라츠 401~402호 (가산동)"
24년 09월 16일 06시,서울,광진구,명이비인후과의원,02-444-4322,"서울특별시 광진구 용마산로 5, 5층 (중곡동)"
24년 09월 16일 06시,서울,도봉구,더샤인한스의원,990-3002,"서울특별시 도봉구 노해로 341, 101동 307호 (창동, 신원리베르텔)"
24년 09월 16일 06시,서울,양천구,아름다운소아청소년과의원,02-2697-6697,"서울특별시 양천구 신정로 293, (신정동, 신트리1단지아파트)"
24년 09월 16일 06시,서울,양천구,이진우내과의원,02-2692-6375,"서울특별시 양천구 신정로 312, (신정동, 뉴프라자)"
24년 09월 16일 06시,서울,강서구,맑은미소내과의원,02-2608-8275,"서울특별시 강서구 강서로 27, 화곡 심포니 타워 4,5층 402,502호 (화곡동)"
24년 09월 16일 06시,서울,강서구,김성옥소아청소년과의원,02-2666-3375,"서울특별시 강서구 수명로 80, 베스트프라자빌딩 2층 201,202-1,202-2호 (내발산동)"
24년 09월 16일 06시,서울,강북구,우이한솔의원,02-991-9119,"서울특별시 강북구 삼양로 516, (수유동)"
24년 09월 16일 06시,서울,강동구,본이비인후과의원,02-481-0375,"서울특별시 강동구 고덕로 391, 5층 (고덕동)"
24년 09월 16일 06시,서울,서대문구,박성균소아청소년과의원,02-379-8275,"서울특별시 서대문구 문화촌길 6, 승희빌딩 5층 (홍제동)"
24년 09월 16일 06시,서울,동작구,연세내과의원,02-534-8585,"서울특별시 동작구 동작대로29길 24, 3층 (사당동)"
24년 09월 16일 06시,서울,종로구,김패밀리의원,02-765-1777,"서울특별시 종로구 성균관로 49-1, (명륜3가)"
24년 09월 16일 06시,서울,노원구,김이비인후과의원,02-934-9034,"서울특별시 노원구 동일로 1669, 3층 (상계동, 삼천리수락프라자)"
24년 09월 16일 06시,서울,도봉구,신창내과의원,02-993-5336,"서울특별시 도봉구 덕릉로 233, (창동)"
24년 09월 16일 06시,서울,양천구,인터메드내과의원,02-2643-2323,"서울특별시 양천구 목동동로 150, 목동 블루스퀘어 3층 301~303호 (신정동)"
24년 09월 16일 06시,서울,영등포구,밸런스가정의학과의원,02-2165-8288,"서울특별시 영등포구 당산로 42, 4층 (문래동3가, 삼성홈플러스)"
24년 09월 16일 06시,서울,강동구,오수혁내과의원,02-478-2489,"서울특별시 강동구 천호대로 997, (천호동, 신라빌딩)"
24년 09월 16일 06시,서울,강남구,아비스가정의학과의원,02-511-9085,"서울특별시 강남구 봉은사로 471, 204-1,204-2,205호 (삼성동)"
24년 09월 16일 06시,서울,중랑구,열린연세이비인후과의원,02-494-1300,"서울특별시 중랑구 망우로 402, 성모빌딩 4층 (망우동)"
24년 09월 16일 06시,서울,양천구,파라곤내과의원,02-2649-0067,"서울특별시 양천구 목동서로 155, 지하1층 (목동, 동양파라곤)"
24년 09월 16일 06시,서울,서초구,헤셀의원,02-585-6601,"서울특별시 서초구 서초중앙로 130, 8층 (서초동)"
24년 09월 16일 06시,서울,중구,미래이비인후과의원,778-9275,"서울특별시 중구 무교로 32, 효령빌딩 402호 (무교동)"
24년 09월 16일 06시,서울,마포구,신계원소아청소년과의원,02-338-4786,"서울특별시 마포구 망원로 74-1, 2층 (망원동)"
24년 09월 16일 06시,서울,양천구,양천정형외과.마취통증의학과의원,02-2646-8697,"서울특별시 양천구 신목로 36, 2,3(일부)층 (신정동)"
24년 09월 16일 06시,서울,관악구,아이보리소아청소년과의원,02-582-3330,"서울특별시 관악구 남부순환로 2056, 6층 (남현동, 태림빌딩)"
24년 09월 16일 06시,서울,마포구,권내과의원,02-717-3119,"서울특별시 마포구 숭문길 219, 3층숭문길221,3층 (대흥동)"
24년 09월 16일 06시,서울,노원구,노원을지대학교병원,02-970-8000,"서울특별시 노원구 한글비석로 68, 을지병원 (하계동)"
24년 09월 16일 06시,서울,마포구,센스이비인후과의원,02-706-5085,"서울특별시 마포구 숭문길 221, 2층 (대흥동)"
24년 09월 16일 06시,서울,강동구,미래이비인후과의원,02-477-5075,"서울특별시 강동구 양재대로 1365, (성내동, 심포니타워)"
24년 09월 16일 06시,서울,강동구,혜민소아청소년과의원,02-482-8284,"서울특별시 강동구 올림픽로 774, 2층 3호 (암사동)"
24년 09월 16일 06시,서울,마포구,튼튼사랑소아청소년과의원,02-702-2191,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)"
24년 09월 16일 06시,서울,마포구,연세봄이비인후과의원,02-325-4195,"서울특별시 마포구 양화로 152, 4층 (동교동, 대화빌딩)"
24년 09월 16일 06시,서울,노원구,백내과의원,02-977-3833,"서울특별시 노원구 동일로 1003, 2층 (공릉동)"
24년 09월 16일 06시,서울,용산구,열린보광의원,02-749-8096,"서울특별시 용산구 우사단로 3, (보광동, 열린보광의원, 형치과)"
24년 09월 16일 06시,서울,구로구,연세정형외과의원,02-865-4001,"서울특별시 구로구 가마산로 271, 301호 (구로동)"
24년 09월 16일 06시,서울,동작구,서울키즈소아청소년과의원,02-2055-1136,"서울특별시 동작구 사당로 300, 226호 (사당동, 이수자이)"
24년 09월 16일 06시,서울,용산구,한빛내과의원,02-3272-7582,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 1,3층 (효창동)"
24년 09월 16일 06시,서울,구로구,정재면내과의원,02-2675-0876,"서울특별시 구로구 경인로 565, 삼영빌딩 4,5층 (구로동)"
24년 09월 16일 06시,서울,동대문구,정이비인후과의원,02-3295-4031,"서울특별시 동대문구 휘경로 15, 4층 (이문동)"
24년 09월 16일 06시,서울,노원구,최소아과의원,02-976-2474,"서울특별시 노원구 마들로 111, (월계동)"
24년 09월 16일 06시,서울,서대문구,새천년연세의원,02-333-7583,"서울특별시 서대문구 홍연길 87, 2층 (연희동)"
24년 09월 16일 06시,서울,양천구,한양류마미소내과의원,02-6120-1500,"서울특별시 양천구 중앙로 275, 7층 (신정동)"
24년 09월 16일 06시,서울,종로구,푸른나무내과의원,02-737-7575,"서울특별시 종로구 송월길 99, 상가동 2230호 (홍파동, 경희궁자이 2단지)"
24년 09월 16일 06시,서울,강남구,신내과의원,02-545-1287,"서울특별시 강남구 학동로 342, 408호 (논현동)"
24년 09월 16일 06시,서울,구로구,상쾌한이비인후과의원,02-865-5050,"서울특별시 구로구 도림로 67, 3층 (구로동)"
24년 09월 16일 06시,서울,성북구,중앙내과의원,02-928-0109,"서울특별시 성북구 동소문로 59, (동소문동4가,3층)"
24년 09월 16일 06시,서울,성동구,우리들의원,02-2248-8276,"서울특별시 성동구 용답중앙길 80-1, 2층 (용답동)"
24년 09월 16일 06시,서울,송파구,삼성정내과의원,02-418-1717,"서울특별시 송파구 석촌호수로 160, 301호 (삼전동, 수연빌딩)"
24년 09월 16일 06시,서울,서초구,이화가정의원,02-587-8711,"서울특별시 서초구 반포대로 93, 해은빌딩 3층 303호 (서초동)"
24년 09월 16일 06시,서울,관악구,윤내과의원,02-877-0287,"서울특별시 관악구 남부순환로 1944, (봉천동)"
24년 09월 16일 06시,서울,성북구,성북우리아이들병원,02-912-0100,"서울특별시 성북구 동소문로46길 10, (하월곡동)"
24년 09월 16일 06시,서울,강동구,김술경이비인후과의원,02-486-1488,"서울특별시 강동구 천호대로 1200, 4층 (둔촌동)"
24년 09월 16일 06시,서울,노원구,새서울연합의원,02-930-5858,"서울특별시 노원구 동일로 1678, 2,4,5,6,7층 (상계동)"
24년 09월 16일 06시,서울,성북구,이라소아청소년과의원,02-928-8288,"서울특별시 성북구 보문로 183, 2층 (삼선동4가, 논현빌딩)"
24년 09월 16일 06시,서울,용산구,위(WE)공감내과의원,712-0988,"서울특별시 용산구 백범로 341, A동 305, 307호 (원효로1가, 리첸시아 용산)"
24년 09월 16일 06시,서울,강동구,최두혁내과의원,02-472-7007,"서울특별시 강동구 천호대로 1124, (성내동)"
24년 09월 16일 06시,서울,강서구,하나의원,02-2601-1190,"서울특별시 강서구 까치산로 73, 5층 (화곡동)"
24년 09월 16일 06시,서울,관악구,아이빛소아과의원,02-872-7512,"서울특별시 관악구 남부순환로 1740, (봉천동)"
24년 09월 16일 06시,서울,강남구,미래이비인후과의원,02-512-6165,"서울특별시 강남구 논현로 839, 외1필지3층 (신사동)"
